"","Plotnummer","n_trees_2021","n_species_2021","n_ash_2021","height_mean_2021","height_median_2021","height_max_2021","height_min_2021","n_ets_new_2021","n_ets_old_2021","n_ets_total_2021","comment_2021","Zaun_2021","Ausschluss_2021","Rueckegasse_2021","n_trees_2022","n_species_2022","n_ash_2022","location","height_mean_2022","height_median_2022","height_max_2022","height_min_2022","n_ets_new_2022","n_ets_old_2022","n_ets_total_2022","comment_2022","Rueckegasse_2022","x","y","TSF","DSF","ISF","ets_2021_ratio","ets_2022_ratio","ETS_ratio","n_ash","n_trees","Zuwachs","ZuwachsBAh","ZuwachsGEs"
"197",8780,0,0,0,NA,NA,NA,NA,0,0,0,"keine Bäume",FALSE,FALSE,TRUE,16,3,12,"goe_ans",12.31,10.5,27,6,0,0,0,"",TRUE,6.76701154779581,29.7712952629834,0.22,0.18,0.28,NA,0,NA,6,8,NA,NA,NA
"198",8781,31,4,24,10.39,9,25,4,4,1,5,"",FALSE,FALSE,FALSE,30,3,21,"goe_ans",12.93,12,34,5,2,3,5,"",FALSE,11.6288611497842,28.5923961755111,0.23,0.2,0.27,0.208333333333333,0.238095238095238,0.223214285714286,22.5,30.5,2.5,3,1.5
"199",8782,19,2,18,10.89,10,20,6,3,0,3,"",FALSE,FALSE,FALSE,24,3,22,"goe_ans",14.54,14.5,24,7,0,1,1,"keine richtige Rückegasse aber einmal drüber gefahren",FALSE,16.4907107517726,27.4134970880388,0.24,0.2,0.3,0.166666666666667,0.0454545454545455,0.106060606060606,20,21.5,3.5,3,4
"200",8783,35,2,32,8.57,8,14,4,1,0,1,"angekrazt",FALSE,FALSE,FALSE,43,4,37,"goe_ans",13.12,12,23,6,0,0,0,"",FALSE,21.352560353761,26.2345980005665,0.27,0.25,0.3,0.03125,0,0.015625,34.5,39,7,3,8
"201",8784,64,3,55,9.36,9,18,4,3,1,4,"",FALSE,FALSE,FALSE,54,4,47,"goe_ans",12.06,12,23,6,0,1,1,"tot",FALSE,26.2144099557493,25.0556989130942,0.33,0.33,0.34,0.0727272727272727,0.0212765957446809,0.0470019342359768,51,59,2,-2,3
"202",8785,11,3,5,12,11,30,4,0,0,0,"",FALSE,FALSE,FALSE,14,3,9,"goe_ans",17,11.5,82,3,0,0,0,"gesamter plot von Ahron stubben dominiert",FALSE,31.0762595577377,23.8767998256218,0.12,0.1,0.14,0,0,0,7,12.5,5.5,64,3
"203",8786,24,3,16,7.79,7,14,4,2,0,2,"",FALSE,FALSE,FALSE,27,4,21,"goe_ans",8.59,8,15,5,0,0,0,"",FALSE,35.9381091597261,22.6979007381495,0.08,0.05,0.12,0.125,0,0.0625,18.5,25.5,1,-2,3
"204",8787,21,3,15,38.76,8,650,4,0,1,1,"",FALSE,FALSE,FALSE,17,3,11,"goe_ans",61.53,10,900,4,0,0,0,"",FALSE,40.7999587617145,21.5190016506772,0.05,0.03,0.08,0.0666666666666667,0,0.0333333333333333,13,19,0,1,-1
"205",8788,5,2,2,9.2,10,11,7,0,0,0,"",FALSE,FALSE,FALSE,8,2,4,"goe_ans",8.88,9,13,4,0,0,0,"",FALSE,45.6618083637029,20.3401025632049,0.02,0.01,0.04,0,0,0,3,6.5,1,-1,3
"206",8789,23,3,17,9.22,8,19,2,1,0,1,"",FALSE,FALSE,FALSE,25,3,18,"goe_ans",10.12,10,19,4,0,0,0,"",FALSE,44.4945815444233,15.4296344651966,0.05,0.03,0.08,0.0588235294117647,0,0.0294117647058824,17.5,24,1,-4,1
"207",8790,27,5,12,10.04,8,34,5,0,1,1,"",FALSE,FALSE,FALSE,35,5,17,"goe_ans",9.77,8,36,4,0,1,1,"",FALSE,39.632731942435,16.6085335526689,0.04,0.03,0.06,0.0833333333333333,0.0588235294117647,0.071078431372549,14.5,31,1,0,2
"208",8791,33,4,20,11.91,9,41,5,2,0,2,"",FALSE,FALSE,FALSE,29,4,19,"goe_ans",10.93,11,27,5,0,0,0,"",FALSE,34.7708823404466,17.7874326401412,0.1,0.07,0.14,0.1,0,0.05,19.5,31,-1.5,-3,1.5
"209",8792,10,3,8,14.9,15,25,6,1,0,1,"",FALSE,FALSE,FALSE,10,2,9,"goe_ans",18.9,17.5,28,10,2,0,2,"",FALSE,29.9090327384582,18.9663317276136,0.2,0.16,0.27,0.125,0.222222222222222,0.173611111111111,8.5,10,3,5,3
"210",8793,25,3,21,10.56,11,16,3,4,1,5,"",FALSE,FALSE,FALSE,30,3,26,"goe_ans",10.13,10,18,4,1,0,1,"tot",FALSE,25.0471831364698,20.1452308150859,0.18,0.14,0.23,0.238095238095238,0.0384615384615385,0.138278388278388,23.5,27.5,1,1,1
"211",8794,44,4,35,10.25,9.5,38,4,4,0,4,"",FALSE,FALSE,FALSE,51,5,41,"goe_ans",10.39,9,39,5,2,0,2,"",FALSE,20.1853335344814,21.3241299025582,0.08,0.07,0.1,0.114285714285714,0.0487804878048781,0.0815331010452962,38,47.5,1,0,1
"212",8795,1,1,0,5,5,5,5,0,0,0,"",FALSE,FALSE,FALSE,7,2,6,"goe_ans",7,7,8,6,0,0,0,"",FALSE,15.3234839324931,22.5030289900305,0.13,0.05,0.24,NA,0,NA,3,4,3,NA,NA
"213",8796,7,2,5,8.86,8,12,7,0,0,0,"",FALSE,FALSE,FALSE,12,2,8,"goe_ans",10.83,10,16,6,0,0,0,"SO SEITE STUPPEN",FALSE,10.4616343305047,23.6819280775029,0.15,0.08,0.26,0,0,0,6.5,9.5,4,1,4
"214",8797,2,1,2,11,11,15,7,0,0,0,"",FALSE,FALSE,TRUE,9,3,6,"goe_ans",9,9,15,4,0,0,0,"",TRUE,5.59978472851629,24.8608271649752,0.15,0.09,0.25,0,0,0,4,5.5,0,NA,0
"215",8798,24,4,19,13.75,13,31,5,2,1,2,"umgefahren",FALSE,FALSE,TRUE,40,5,28,"goe_ans",13.22,12,30,2,0,0,0,"",TRUE,4.43255790923676,19.9503590669669,0.1,0.05,0.17,0.105263157894737,0,0.0526315789473684,23.5,32,2,1,0
"216",8799,12,3,8,8.92,7.5,16,5,0,0,0,"",FALSE,FALSE,FALSE,10,3,6,"goe_ans",10,8,16,5,0,0,0,"",FALSE,9.29440751122514,18.7714599794946,0.05,0.03,0.09,0,0,0,7,11,0.5,NA,0
"217",8800,17,1,17,8.88,9,13,5,0,1,1,"",FALSE,FALSE,FALSE,27,1,27,"goe_ans",8.78,9,15,4,0,0,0,"",FALSE,14.1562571132135,17.5925608920223,0.16,0.17,0.14,0.0588235294117647,0,0.0294117647058824,22,22,1.5,NA,1.5
"218",8801,8,3,6,6.62,7,8,4,0,0,0,"",FALSE,FALSE,FALSE,10,2,9,"goe_ans",7.8,8,10,5,1,0,1,"",FALSE,19.0181067152019,16.4136618045499,0.17,0.2,0.12,0,0.111111111111111,0.0555555555555556,7.5,9,1,0,2
"219",8802,38,3,36,8.37,7.5,17,3,4,1,5,"es wurde kurz auf die Fläche gefahren",FALSE,FALSE,TRUE,33,2,30,"goe_ans",9.73,9,19,4,0,3,3,"",FALSE,23.8799563171903,15.2347627170776,0.18,0.16,0.2,0.138888888888889,0.1,0.119444444444444,33,35.5,1.5,1,2
"220",8803,30,4,25,13.13,12.5,30,5,8,2,9,"komischer PLot, viele halb verfaulte, vielleicht Rückegasse",FALSE,FALSE,FALSE,22,3,17,"goe_ans",12.68,13,20,3,0,3,3,"",FALSE,28.7418059191787,14.0558636296053,0.1,0.04,0.2,0.36,0.176470588235294,0.268235294117647,21,26,-1,-1,0
"221",8804,25,3,13,10.6,10,19,7,4,2,6,"",FALSE,FALSE,FALSE,22,2,14,"goe_ans",10.68,10.5,20,5,0,4,4,"",FALSE,33.6036555211671,12.876964542133,0.05,0.04,0.07,0.461538461538462,0.285714285714286,0.373626373626374,13.5,23.5,0,0,0.5
"222",8805,50,4,30,11.18,10,22,5,3,3,6,"",FALSE,FALSE,FALSE,45,4,28,"goe_ans",11.67,12,27,6,1,1,2,"",FALSE,38.4655051231554,11.6980654546607,0.02,0.02,0.03,0.2,0.0714285714285714,0.135714285714286,29,47.5,-1,1,-1
"223",8806,21,3,17,10.38,10,17,5,2,0,2,"",FALSE,FALSE,FALSE,18,3,15,"goe_ans",10.28,9,19,5,0,0,0,"tot",FALSE,43.3273547251438,10.5191663671883,0.04,0.04,0.05,0.117647058823529,0,0.0588235294117647,16,19.5,0,-3,0.5
"224",8807,15,4,6,9.27,8,15,6,1,0,1,"",FALSE,FALSE,FALSE,21,4,10,"goe_ans",9,8,14,4,1,0,1,"",FALSE,42.1601279058643,5.60869826918006,0.04,0.04,0.05,0.166666666666667,0.1,0.133333333333333,8,18,1,2.5,1
"225",8808,16,4,13,7.56,7,12,3,0,1,1,"",FALSE,FALSE,FALSE,21,2,19,"goe_ans",8.33,8,14,3,0,0,0,"",FALSE,37.2982783038759,6.78759735665238,0.09,0.1,0.08,0.0769230769230769,0,0.0384615384615385,16,18.5,1,1,1
"226",8809,15,4,10,9.67,9,22,6,0,1,1,"",FALSE,FALSE,FALSE,15,4,10,"goe_ans",10.8,9,25,6,0,0,0,"",FALSE,32.4364287018875,7.96649644412471,0.1,0.11,0.08,0.1,0,0.05,10,15,2,-1,1
"227",8810,89,4,73,11.1,11,21,4,20,5,24,"grüne Höhe 6cm, viele frisch tote Eschen",FALSE,FALSE,FALSE,78,4,64,"goe_ans",11.99,12,25,2,5,7,11,"tot",FALSE,27.5745790998991,9.14539553159703,0.18,0.2,0.15,0.328767123287671,0.171875,0.250321061643836,68.5,83.5,0,-1,0
"228",8811,28,3,25,8.04,8,12,4,2,0,2,"",FALSE,FALSE,FALSE,27,2,26,"goe_ans",9.19,9,18,4,0,1,1,"",FALSE,22.7127294979108,10.3242946190694,0.12,0.12,0.13,0.08,0.0384615384615385,0.0592307692307692,25.5,27.5,1,7,1
"229",8812,18,1,18,11.5,12,18,6,0,2,2,"",FALSE,FALSE,FALSE,16,1,16,"goe_ans",13.06,13,18,7,0,0,0,"",FALSE,17.8508798959224,11.5031937065417,0.2,0.22,0.18,0.111111111111111,0,0.0555555555555556,17,17,2,NA,2
"230",8813,40,5,32,11.15,10.5,27,4,1,2,3,"",FALSE,FALSE,FALSE,37,6,30,"goe_ans",12.22,12,29,5,0,2,2,"",FALSE,12.989030293934,12.682092794014,0.31,0.37,0.21,0.09375,0.0666666666666667,0.0802083333333333,31,38.5,1.5,4,0.5
"231",8814,16,3,13,12.88,11,45,4,0,0,0,"",FALSE,FALSE,FALSE,16,3,13,"goe_ans",14.19,10.5,57,5,0,0,0,"",FALSE,8.12718069194561,13.8609918814863,0.25,0.31,0.15,0,0,0,13,16,1,0,0.5
"232",8815,39,4,28,11.54,10,22,3,1,3,4,"",FALSE,FALSE,FALSE,42,4,29,"goe_ans",13.17,12,25,5,2,1,3,"",TRUE,3.26533108995723,15.0398909689586,0.12,0.12,0.11,0.142857142857143,0.103448275862069,0.123152709359606,28.5,40.5,3,1,3
"233",1,24,2,11,21.46,19.5,50,8,0,0,0,"",FALSE,FALSE,TRUE,41,3,24,"lau",17.61,10,57,3,0,1,1,"",FALSE,1.5156774854017,-51.3224642749954,0.07,0.05,0.1,0,0.0416666666666667,0.0208333333333333,17.5,32.5,6.5,5,7
"234",2,24,3,10,13.04,12,25,5,0,1,1,"",FALSE,FALSE,TRUE,25,2,15,"lau",14.88,13,32,6,0,1,1,"",FALSE,6.42162123486327,-51.9748253944447,0.1,0.06,0.16,0.1,0.0666666666666667,0.0833333333333333,12.5,24.5,5,7.5,1
"235",3,37,2,8,14.16,11,49,4,1,0,1,"",FALSE,FALSE,TRUE,33,2,12,"lau",17.21,15,51,3,0,0,0,"",FALSE,11.3275649843248,-52.6271865138941,0.1,0.06,0.16,0.125,0,0.0625,10,35,4,3,5
"236",4,50,4,9,15.32,14.5,38,4,0,1,1,"",FALSE,FALSE,TRUE,43,4,13,"lau",19.7,20,49,4,0,0,0,"",FALSE,16.2335087337864,-53.2795476333435,0.07,0.01,0.16,0.111111111111111,0,0.0555555555555556,11,46.5,8,8,9
"237",5,46,3,12,17.87,14,46,4,0,0,0,"",FALSE,FALSE,FALSE,45,3,13,"lau",26.49,24,57,9,0,0,0,"",FALSE,21.139452483248,-53.9319087527928,0.08,0.04,0.15,0,0,0,12.5,45.5,11,12.5,7
"238",6,45,3,26,16.6,14,45,3,0,4,4,"",FALSE,FALSE,FALSE,31,2,18,"lau",27,23,79,6,0,1,1,"viel totholz und daher krummer Eschenwuchs",FALSE,26.0453962327096,-54.5842698722422,0.06,0.02,0.12,0.153846153846154,0.0555555555555556,0.104700854700855,22,38,9.5,10,10
"239",7,6,1,6,6.17,6,8,5,0,0,0,"",FALSE,FALSE,FALSE,6,1,6,"lau",7.5,7,12,4,0,0,0,"Baum 116 30cm neben der Ostkante, Baum ist dick genug um den Plot dennoch halb zu überdecken",FALSE,30.9513399821711,-55.2366309916916,0.03,0.02,0.05,0,0,0,6,6,3,NA,3
"240",8,3,1,0,13.67,15,15,11,0,0,0,"",FALSE,FALSE,FALSE,5,2,2,"lau",10.2,8,15,7,0,0,0,"",FALSE,35.8572837316327,-55.888992111141,0.03,0.02,0.05,NA,0,NA,1,4,0,0,NA
"241",9,8,2,2,15.88,14,33,2,0,0,0,"",FALSE,FALSE,FALSE,25,2,1,"lau",12.48,10,39,2,0,0,0,"",FALSE,40.7632274810943,-56.5413532305903,0.01,0.01,0.02,0,0,0,1.5,16.5,4,5,-4
"242",10,25,3,1,11.28,11,19,7,0,0,0,"",FALSE,FALSE,FALSE,23,3,2,"lau",11.78,10,21,7,0,1,1,"",FALSE,45.6691712305559,-57.1937143500397,0.04,0.04,0.05,0,0.5,0.25,1.5,24,2,1,14
"243",11,1,1,0,13,13,13,13,0,0,0,"",FALSE,FALSE,FALSE,0,0,0,"lau",NA,NA,NA,NA,0,0,0,"keine Bäume",FALSE,50.5751149800174,-57.8460754694891,0.06,0.06,0.07,NA,NA,NA,0,0.5,NA,NA,NA
"244",12,12,2,2,17.75,17,30,5,0,0,0,"",FALSE,FALSE,FALSE,13,3,1,"lau",27.54,24,78,5,0,0,0,"tot",FALSE,55.481058729479,-58.4984365889384,0.05,0.04,0.06,0,0,0,1.5,12.5,13.5,14,-2
"245",13,1,1,0,116,116,116,116,0,0,0,"",FALSE,FALSE,FALSE,1,1,0,"lau",126,126,126,126,0,0,0,"sehr viel totholz",FALSE,60.3870024789406,-59.1507977083878,0.11,0.14,0.06,NA,NA,NA,0,1,10,10,NA
"246",14,3,1,3,27.33,36,41,5,0,0,0,"",FALSE,FALSE,TRUE,3,1,3,"lau",38,49,57,8,0,0,0,"",TRUE,61.045953104647,-54.2939133964208,0.07,0.09,0.05,0,0,0,3,3,16,NA,16
"247",15,8,2,6,9.25,9,13,6,0,0,0,"",FALSE,FALSE,TRUE,9,2,5,"lau",11.22,8,29,6,0,0,0,"",TRUE,56.1400093551855,-53.6415522769715,0.04,0.03,0.05,0,0,0,5.5,8.5,5,-1,10.5
"248",16,1,1,1,10,10,10,10,0,0,0,"",FALSE,FALSE,TRUE,11,3,1,"lau",8.18,7,17,5,0,0,0,"",TRUE,51.2340656057239,-52.9891911575221,0.04,0.03,0.05,0,0,0,1,6,7,NA,7
"249",17,1,1,0,20,20,20,20,0,0,0,"",FALSE,FALSE,TRUE,7,3,0,"lau",7.86,7,15,4,0,0,0,"",TRUE,46.3281218562623,-52.3368300380727,0.06,0.06,0.06,NA,NA,NA,0,4,-5,NA,NA
"250",18,5,2,4,8.8,9,13,6,0,0,0,"",FALSE,FALSE,TRUE,28,4,12,"lau",7.71,7,16,4,0,0,0,"",TRUE,41.4221781068007,-51.6844689186234,0.07,0.08,0.06,0,0,0,8,16.5,3.5,3,3.5
"251",19,13,3,10,6.31,6,16,3,0,0,0,"",FALSE,FALSE,TRUE,42,4,23,"lau",8.12,7.5,18,2,0,0,0,"",TRUE,36.5162343573392,-51.032107799174,0.05,0.05,0.05,0,0,0,16.5,27.5,7.5,2,6
"252",20,9,2,5,8.22,8,13,6,0,0,0,"",FALSE,FALSE,TRUE,33,4,16,"lau",7.76,7,17,3,0,0,0,"",TRUE,31.6102906078776,-50.3797466797246,0.09,0.07,0.11,0,0,0,10.5,21,4,3.5,4
"253",21,41,3,15,12.68,10,28,4,0,0,0,"",FALSE,FALSE,TRUE,62,4,32,"lau",14.03,10,41,3,0,0,0,"",TRUE,26.704346858416,-49.7273855602753,0.12,0.1,0.15,0,0,0,23.5,51.5,7,10,5
"254",22,53,3,23,17.64,16,40,5,2,3,5,"",FALSE,FALSE,FALSE,55,3,21,"lau",22.93,18,61,5,2,3,4,"",FALSE,21.7984031089544,-49.0750244408259,0.16,0.16,0.16,0.217391304347826,0.19047619047619,0.203933747412008,22,54,11,15,6
"255",23,47,2,21,20.38,18,54,7,0,0,0,"",FALSE,FALSE,FALSE,50,2,22,"lau",25.3,21.5,59,4,2,0,2,"",FALSE,16.8924593594929,-48.4226633213765,0.09,0.1,0.08,0,0.0909090909090909,0.0454545454545455,21.5,48.5,7,11.5,5
"256",24,61,3,30,16.08,13,37,4,0,0,0,"",FALSE,FALSE,FALSE,66,5,31,"lau",17.71,16.5,39,5,0,0,0,"",FALSE,11.9865156100313,-47.7703022019272,0.12,0.1,0.15,0,0,0,30.5,63.5,1,2,0
"257",25,46,3,16,13.93,12.5,41,4,0,0,0,"",FALSE,FALSE,FALSE,86,5,42,"lau",13.45,9,46,4,1,0,1,"tot",FALSE,7.08057186056971,-47.1179410824778,0.12,0.1,0.14,0,0.0238095238095238,0.0119047619047619,29,66,9,12,2
"258",26,37,2,10,16.76,15,42,3,0,0,0,"",FALSE,FALSE,FALSE,36,4,10,"lau",18.97,17,48,5,0,0,0,"",FALSE,2.17462811110813,-46.4655799630284,0.07,0.05,0.11,0,0,0,10,36.5,5,6,3
"259",27,69,5,25,12.55,10,39,5,1,0,1,"",FALSE,FALSE,FALSE,58,5,20,"lau",17.84,16.5,47,6,0,0,0,"",FALSE,2.83357873681457,-41.6086956510614,0.14,0.16,0.11,0.04,0,0.02,22.5,63.5,6,6,5
"260",28,49,4,22,16.8,13,42,4,1,1,2,"",FALSE,FALSE,FALSE,43,4,18,"lau",22.4,20,50,4,0,0,0,"",FALSE,7.73952248627614,-42.2610567705108,0.13,0.15,0.11,0.0909090909090909,0,0.0454545454545455,20,46,9,12.5,6
"261",29,53,3,32,22.38,20,43,7,0,3,3,"",FALSE,FALSE,FALSE,44,3,24,"lau",29.77,30,54,5,0,0,0,"Tiere haben die Stäbe bearbeitet , keine markierten Eschen wieder gfefunden",FALSE,12.6454662357377,-42.9134178899602,0.19,0.22,0.15,0.09375,0,0.046875,28,48.5,7,12.5,6
"262",30,35,3,23,22.03,22,59,3,1,1,2,"",FALSE,FALSE,FALSE,22,2,14,"lau",37.18,35.5,74,10,0,2,2,"",FALSE,17.5514099851993,-43.5657790094096,0.16,0.16,0.15,0.0869565217391304,0.142857142857143,0.114906832298137,18.5,28.5,13,16,9
"263",31,30,2,11,11.67,10,33,4,1,0,1,"",FALSE,FALSE,FALSE,51,3,16,"lau",11.2,10,25,4,2,0,2,"tot",FALSE,22.4573537346609,-44.2181401288589,0.2,0.2,0.19,0.0909090909090909,0.125,0.107954545454545,13.5,40.5,5,5,4
"264",32,9,1,0,18.44,13,49,6,0,0,0,"",FALSE,FALSE,FALSE,15,2,6,"lau",20.6,11,101,4,0,0,0,"",FALSE,27.3632974841224,-44.8705012483083,0.15,0.17,0.12,NA,0,NA,3,12,20,20,NA
"265",33,1,1,1,8,8,8,8,0,0,0,"",FALSE,FALSE,FALSE,1,1,1,"lau",10,10,10,10,0,0,0,"baum 98 auf der Westkante",FALSE,32.269241233584,-45.5228623677577,0.03,0.03,0.03,0,0,0,1,1,2,NA,2
"266",34,33,3,15,10.42,9,23,5,0,0,0,"",FALSE,FALSE,FALSE,43,3,21,"lau",13.49,11,38,6,0,0,0,"",FALSE,37.1751849830456,-46.175223487207,0.07,0.09,0.05,0,0,0,18,38,6.5,7.5,5
"267",35,8,3,5,9.88,11,14,6,0,0,0,"",FALSE,FALSE,FALSE,8,3,5,"lau",11.62,11.5,16,8,0,0,0,"Baum 97 liegt 10 cm neben westkante (außerhalb)",FALSE,42.0811287325072,-46.8275846066564,0.04,0.05,0.03,0,0,0,5,8,1,0,1.5
"268",36,4,2,3,9,8,16,4,0,0,0,"",FALSE,FALSE,FALSE,9,2,8,"lau",10.22,8,26,4,0,0,0,"",FALSE,46.9870724819687,-47.4799457261058,0.04,0.04,0.05,0,0,0,5.5,6.5,7,4,10
"269",37,25,4,15,11.52,11,21,4,0,0,0,"",FALSE,FALSE,FALSE,27,4,16,"lau",14.67,13,31,4,0,0,0,"",FALSE,51.8930162314303,-48.1323068455551,0.04,0.04,0.03,0,0,0,15.5,26,4,5,5
"270",38,24,3,5,13,13,24,3,0,0,0,"",FALSE,FALSE,FALSE,19,3,2,"lau",17.84,19,31,8,0,0,0,"",FALSE,56.7989599808919,-48.7846679650045,0.05,0.06,0.03,0,0,0,3.5,21.5,3.5,5.5,-6.5
"271",39,17,3,6,22.24,23,52,4,0,0,0,"",FALSE,FALSE,FALSE,13,2,5,"lau",27.92,29,55,5,0,0,0,"",FALSE,61.7049037303535,-49.4370290844539,0.02,0.02,0.02,0,0,0,5.5,15,2.5,4,1
"272",40,6,3,2,38.5,38,58,17,1,0,1,"",FALSE,FALSE,FALSE,8,3,2,"lau",30,29,50,13,1,0,1,"",FALSE,62.3638543560599,-44.5801447724869,0,0,0.01,0.5,0.5,0.5,2,7,-4.5,3,-10
"273",41,6,2,2,11.83,12.5,14,7,0,0,0,"",FALSE,FALSE,FALSE,7,3,2,"lau",11.14,11,15,7,0,0,0,"",FALSE,57.4579106065983,-43.9277836530376,0.04,0.03,0.05,0,0,0,2,6.5,1,1,0
"274",42,16,3,4,12.88,12.5,21,6,0,0,0,"",FALSE,FALSE,FALSE,15,3,3,"lau",15.47,14,27,7,0,0,0,"",FALSE,52.5519668571367,-43.2754225335882,0.01,0,0.03,0,0,0,3.5,15.5,6,2,3.5
"275",43,4,2,2,21,16,41,11,0,0,0,"Im Loch",FALSE,FALSE,FALSE,4,2,2,"lau",32.75,30,60,11,0,0,0,"",FALSE,47.6460231076752,-42.6230614141388,0.04,0.01,0.09,0,0,0,2,4,19,9,19
"276",44,2,1,2,14.5,14.5,24,5,0,0,0,"",FALSE,FALSE,FALSE,1,1,1,"lau",34,34,34,34,0,0,0,"",FALSE,42.7400793582136,-41.9707002946894,0.04,0.01,0.09,0,0,0,1.5,1.5,10,NA,10
"277",45,13,3,7,19.15,21,37,4,0,0,0,"",FALSE,FALSE,FALSE,13,3,7,"lau",27.46,26,64,5,0,0,0,"",FALSE,37.834135608752,-41.3183391752401,0.06,0.04,0.08,0,0,0,7,13,17,11,18
"278",46,6,2,3,14.83,10.5,44,5,0,0,0,"",FALSE,FALSE,FALSE,6,2,3,"lau",18,12.5,36,6,0,0,0,"",FALSE,32.9281918592904,-40.6659780557907,0.07,0.09,0.05,0,0,0,3,6,5.5,-8,4
"279",47,24,2,10,37.17,33,120,4,0,1,1,"",FALSE,FALSE,FALSE,25,2,9,"lau",48.56,39,125,4,2,1,3,"",FALSE,28.0222481098289,-40.0136169363413,0.15,0.17,0.13,0.1,0.333333333333333,0.216666666666667,9.5,24.5,26.5,27,2
"280",48,9,2,7,8,8,12,4,0,0,0,"",FALSE,FALSE,FALSE,9,2,4,"lau",13.67,13,19,6,0,0,0,"viel totholz auf dem Plot",FALSE,23.1163043603673,-39.361255816892,0.19,0.2,0.17,0,0,0,5.5,9,6,4,7
"281",49,49,3,25,21.8,21,54,6,0,1,1,"",FALSE,FALSE,FALSE,38,3,24,"lau",28.55,27,68,6,1,2,3,"",FALSE,18.2103606109057,-38.7088946974426,0.17,0.17,0.16,0.04,0.125,0.0825,24.5,43.5,7,-2,8
"282",50,52,3,28,19.48,18,56,3,0,0,0,"",FALSE,FALSE,FALSE,33,3,20,"lau",25.58,25,62,8,0,0,0,"",FALSE,13.3044168614441,-38.0565335779932,0.16,0.19,0.12,0,0,0,24,42.5,3,-4,4
"283",51,31,4,11,13,12,25,7,0,0,0,"",FALSE,FALSE,FALSE,27,4,12,"lau",15.04,14,27,6,2,0,2,"110 auf no Ecke",FALSE,8.39847311198257,-37.4041724585439,0.11,0.15,0.04,0,0.166666666666667,0.0833333333333333,11.5,29,2,3,2.5
"284",52,39,4,14,11.15,11,26,4,0,0,0,"",FALSE,FALSE,FALSE,48,6,23,"lau",12.44,12,26,4,0,0,0,"",FALSE,3.492529362521,-36.7518113390945,0.03,0.04,0.02,0,0,0,18.5,43.5,3,2.5,6
"285",53,48,5,14,15.4,13,35,4,1,0,1,"",FALSE,FALSE,FALSE,57,6,14,"lau",14.68,12,40,4,0,0,0,"",FALSE,4.15147998822744,-31.8949270271275,0.04,0.05,0.03,0.0714285714285714,0,0.0357142857142857,14,52.5,1,1,2
"286",54,15,5,5,9.13,9,20,4,0,0,0,"",FALSE,FALSE,FALSE,11,3,3,"lau",12.18,11,24,6,0,0,0,"",FALSE,9.05742373768901,-32.5472881465769,0.03,0.02,0.05,0,0,0,4,13,1,0.5,2.5
"287",55,31,4,13,16.23,13,37,6,0,0,0,"",FALSE,FALSE,FALSE,26,4,12,"lau",20.46,16,47,7,0,0,0,"",FALSE,13.9633674871506,-33.1996492660263,0.09,0.07,0.13,0,0,0,12.5,28.5,4.5,1,10
"288",56,57,2,27,11.98,11,32,3,0,0,0,"",FALSE,FALSE,TRUE,55,3,18,"lau",15.31,14,34,4,0,0,0,"",FALSE,18.8693112366122,-33.8520103854756,0.14,0.12,0.17,0,0,0,22.5,56,4,4,3
"289",57,14,3,5,8.79,7.5,17,4,0,0,0,"",FALSE,FALSE,FALSE,18,3,3,"lau",10.72,10,21,4,0,0,0,"",FALSE,23.7752549860737,-34.504371504925,0.13,0.11,0.17,0,0,0,4,16,4,4,0.5
"290",58,14,2,7,9.5,8,20,3,0,0,0,"",FALSE,FALSE,FALSE,14,2,7,"lau",13.5,12.5,34,3,0,0,0,"",FALSE,28.6811987355353,-35.1567326243744,0.07,0.08,0.06,0,0,0,7,14,4,3,5
"291",59,15,3,6,12.8,11,31,1,0,0,0,"",FALSE,FALSE,FALSE,17,2,7,"lau",16.12,13,34,6,0,0,0,"",FALSE,33.5871424849969,-35.8090937438238,0.06,0.05,0.07,0,0,0,6.5,16,6,5,4.5
"292",60,22,2,18,24.27,25.5,56,4,1,4,4,"",FALSE,FALSE,FALSE,21,3,17,"lau",31.14,20,69,8,1,1,1,"",FALSE,38.4930862344585,-36.4614548632731,0.05,0.01,0.1,0.222222222222222,0.0588235294117647,0.140522875816993,17.5,21.5,18,17,11
"293",61,0,0,0,NA,NA,NA,NA,0,0,0,"Keine Bäume, im Loch",FALSE,FALSE,FALSE,0,0,0,"lau",NA,NA,NA,NA,0,0,0,"liegt im Wasser Loch",FALSE,43.39902998392,-37.1138159827225,0.06,0.02,0.11,NA,NA,NA,0,0,NA,NA,NA
"294",62,28,4,14,16.18,14,36,6,0,1,1,"",FALSE,FALSE,FALSE,29,4,14,"lau",22.66,21,46,4,0,1,1,"",FALSE,48.3049737333816,-37.7661771021719,0.04,0.01,0.09,0.0714285714285714,0.0714285714285714,0.0714285714285714,14,28.5,9,1,10
"295",63,22,3,5,12.23,12.5,28,4,0,0,0,"",FALSE,FALSE,FALSE,23,2,6,"lau",12.91,11,29,4,0,0,0,"",FALSE,53.2109174828432,-38.4185382216212,0.02,0.01,0.03,0,0,0,5.5,22.5,1,2,0.5
